x1,x2,y
6,45,-72
6,46,-74
6,47,-76
6,48,-78
6,49,-80
6,50,-82
6,51,-84
6,52,-86
6,53,-88
6,54,-90
6,55,-92
6,56,-94
6,57,-96
6,58,-98
6,59,-100
6,60,-102
6,61,-104
6,62,-106
6,63,-108
6,64,-110
6,65,-112
6,66,-114
6,67,-116
6,68,-118
6,69,-120
6,70,-122
6,71,-124
6,72,-126
6,73,-128
6,74,-130
6,75,-132
6,76,-134
6,77,-136
6,78,-138
6,79,-140
6,80,-142
6,81,-144
6,82,-146
6,83,-148
6,84,-150
6,85,-152
6,86,-154
6,87,-156
6,88,-158
6,89,-160
6,90,-162
6,91,-164
6,92,-166
6,93,-168
6,94,-170
6,95,-172
6,96,-174
6,97,-176
6,98,-178
6,99,-180
7,0,21
7,1,19
7,2,17
7,3,15
7,4,13
7,5,11
7,6,9
7,7,7
7,8,5
7,9,3
7,10,1
7,11,-1
7,12,-3
7,13,-5
7,14,-7
7,15,-9
7,16,-11
7,17,-13
7,18,-15
7,19,-17
7,20,-19
7,21,-21
7,22,-23
7,23,-25
7,24,-27
7,25,-29
7,26,-31
7,27,-33
7,28,-35
7,29,-37
7,30,-39
7,31,-41
7,32,-43
7,33,-45
7,34,-47
7,35,-49
7,36,-51
7,37,-53
7,38,-55
7,39,-57
7,40,-59
7,41,-61
7,42,-63
7,43,-65
7,44,-67
7,45,-69
7,46,-71
7,47,-73
7,48,-75
7,49,-77
7,50,-79
7,51,-81
7,52,-83
7,53,-85
7,54,-87
7,55,-89
7,56,-91
7,57,-93
7,58,-95
7,59,-97
7,60,-99
7,61,-101
7,62,-103
7,63,-105
7,64,-107
7,65,-109
7,66,-111
7,67,-113
7,68,-115
7,69,-117
7,70,-119
7,71,-121
7,72,-123
7,73,-125
7,74,-127
7,75,-129
7,76,-131
7,77,-133
7,78,-135
7,79,-137
7,80,-139
7,81,-141
7,82,-143
7,83,-145
7,84,-147
7,85,-149
7,86,-151
7,87,-153
7,88,-155
7,89,-157
7,90,-159
7,91,-161
7,92,-163
7,93,-165
7,94,-167
7,95,-169
7,96,-171
7,97,-173
7,98,-175
7,99,-177
8,0,24
8,1,22
8,2,20
8,3,18
8,4,16
8,5,14
8,6,12
8,7,10
8,8,8
8,9,6
8,10,4
8,11,2
8,12,0
8,13,-2
8,14,-4
8,15,-6
8,16,-8
8,17,-10
8,18,-12
8,19,-14
8,20,-16
8,21,-18
8,22,-20
8,23,-22
8,24,-24
8,25,-26
8,26,-28
8,27,-30
8,28,-32
8,29,-34
8,30,-36
8,31,-38
8,32,-40
8,33,-42
8,34,-44
8,35,-46
8,36,-48
8,37,-50
8,38,-52
8,39,-54
8,40,-56
8,41,-58
8,42,-60
8,43,-62
8,44,-64
8,45,-66
8,46,-68
8,47,-70
8,48,-72
8,49,-74
8,50,-76
8,51,-78
8,52,-80
8,53,-82
8,54,-84
8,55,-86
8,56,-88
8,57,-90
8,58,-92
8,59,-94
8,60,-96
8,61,-98
8,62,-100
8,63,-102
8,64,-104
8,65,-106
8,66,-108
8,67,-110
8,68,-112
8,69,-114
8,70,-116
8,71,-118
8,72,-120
8,73,-122
8,74,-124
8,75,-126
8,76,-128
8,77,-130
8,78,-132
8,79,-134
8,80,-136
8,81,-138
8,82,-140
8,83,-142
8,84,-144
8,85,-146
8,86,-148
8,87,-150
8,88,-152
8,89,-154
8,90,-156
8,91,-158
8,92,-160
8,93,-162
8,94,-164
8,95,-166
8,96,-168
8,97,-170
8,98,-172
8,99,-174
9,0,27
9,1,25
9,2,23
9,3,21
9,4,19
9,5,17
9,6,15
9,7,13
9,8,11
9,9,9
9,10,7
9,11,5
9,12,3
9,13,1
9,14,-1
9,15,-3
9,16,-5
9,17,-7
9,18,-9
9,19,-11
9,20,-13
9,21,-15
9,22,-17
9,23,-19
9,24,-21
9,25,-23
9,26,-25
9,27,-27
9,28,-29
9,29,-31
9,30,-33
9,31,-35
9,32,-37
9,33,-39
9,34,-41
9,35,-43
9,36,-45
9,37,-47
9,38,-49
9,39,-51
9,40,-53
9,41,-55
9,42,-57
9,43,-59
9,44,-61
9,45,-63
9,46,-65
9,47,-67
9,48,-69
9,49,-71
9,50,-73
9,51,-75
9,52,-77
9,53,-79
9,54,-81
9,55,-83
9,56,-85
9,57,-87
9,58,-89
9,59,-91
9,60,-93
9,61,-95
9,62,-97
9,63,-99
9,64,-101
9,65,-103
9,66,-105
9,67,-107
9,68,-109
9,69,-111
9,70,-113
9,71,-115
9,72,-117
9,73,-119
9,74,-121
9,75,-123
9,76,-125
9,77,-127
9,78,-129
9,79,-131
9,80,-133
9,81,-135
9,82,-137
9,83,-139
9,84,-141
9,85,-143
9,86,-145
9,87,-147
9,88,-149
9,89,-151
9,90,-153
9,91,-155
9,92,-157
9,93,-159
9,94,-161
9,95,-163
9,96,-165
9,97,-167
9,98,-169
9,99,-171
10,0,30
10,1,28
10,2,26
10,3,24
10,4,22
10,5,20
10,6,18
10,7,16
10,8,14
10,9,12
10,10,10
10,11,8
10,12,6
10,13,4
10,14,2
10,15,0
10,16,-2
10,17,-4
10,18,-6
10,19,-8
10,20,-10
10,21,-12
10,22,-14
10,23,-16
10,24,-18
10,25,-20
10,26,-22
10,27,-24
10,28,-26
10,29,-28
10,30,-30
10,31,-32
10,32,-34
10,33,-36
10,34,-38
10,35,-40
10,36,-42
10,37,-44
10,38,-46
10,39,-48
10,40,-50
10,41,-52
10,42,-54
10,43,-56
10,44,-58
10,45,-60
10,46,-62
10,47,-64
10,48,-66
10,49,-68
10,50,-70
10,51,-72
10,52,-74
10,53,-76
10,54,-78
10,55,-80
10,56,-82
10,57,-84
10,58,-86
10,59,-88
10,60,-90
10,61,-92
10,62,-94
10,63,-96
10,64,-98
10,65,-100
10,66,-102
10,67,-104
10,68,-106
10,69,-108
10,70,-110
10,71,-112
10,72,-114
10,73,-116
10,74,-118
10,75,-120
10,76,-122
10,77,-124
10,78,-126
10,79,-128
10,80,-130
10,81,-132
10,82,-134
10,83,-136
10,84,-138
10,85,-140
10,86,-142
10,87,-144
10,88,-146
10,89,-148
10,90,-150
10,91,-152
10,92,-154
10,93,-156
10,94,-158
10,95,-160
10,96,-162
10,97,-164
10,98,-166
10,99,-168
11,0,33
11,1,31
11,2,29
11,3,27
11,4,25
11,5,23
11,6,21
11,7,19
11,8,17
11,9,15
11,10,13
11,11,11
11,12,9
11,13,7
11,14,5
11,15,3
11,16,1
11,17,-1
11,18,-3
11,19,-5
11,20,-7
11,21,-9
11,22,-11
11,23,-13
11,24,-15
11,25,-17
11,26,-19
11,27,-21
11,28,-23
11,29,-25
11,30,-27
11,31,-29
11,32,-31
11,33,-33
11,34,-35
11,35,-37
11,36,-39
11,37,-41
11,38,-43
11,39,-45
11,40,-47
11,41,-49
11,42,-51
11,43,-53
11,44,-55
11,45,-57
11,46,-59
11,47,-61
11,48,-63
11,49,-65
11,50,-67
11,51,-69
11,52,-71
11,53,-73
11,54,-75
11,55,-77
11,56,-79
11,57,-81
11,58,-83
11,59,-85
11,60,-87
11,61,-89
11,62,-91
11,63,-93
11,64,-95
11,65,-97
11,66,-99
11,67,-101
11,68,-103
11,69,-105
11,70,-107
11,71,-109
11,72,-111
11,73,-113
11,74,-115
11,75,-117
11,76,-119
11,77,-121
11,78,-123
11,79,-125
11,80,-127
11,81,-129
11,82,-131
11,83,-133
11,84,-135
11,85,-137
11,86,-139
11,87,-141
11,88,-143
11,89,-145
11,90,-147
11,91,-149
11,92,-151
11,93,-153
11,94,-155
11,95,-157
11,96,-159
11,97,-161
11,98,-163
11,99,-165
12,0,36
12,1,34
12,2,32
12,3,30
12,4,28
12,5,26
12,6,24
12,7,22
12,8,20
12,9,18
12,10,16
12,11,14
12,12,12
12,13,10
12,14,8
12,15,6
12,16,4
12,17,2
12,18,0
12,19,-2
12,20,-4
12,21,-6
12,22,-8
12,23,-10
12,24,-12
12,25,-14
12,26,-16
12,27,-18
12,28,-20
12,29,-22
12,30,-24
12,31,-26
12,32,-28
12,33,-30
12,34,-32
12,35,-34
12,36,-36
12,37,-38
12,38,-40
12,39,-42
12,40,-44
12,41,-46
12,42,-48
12,43,-50
12,44,-52
12,45,-54
12,46,-56
12,47,-58
12,48,-60
12,49,-62
12,50,-64
12,51,-66
12,52,-68
12,53,-70
12,54,-72
12,55,-74
12,56,-76
12,57,-78
12,58,-80
12,59,-82
12,60,-84
12,61,-86
12,62,-88
12,63,-90
12,64,-92
12,65,-94
12,66,-96
12,67,-98
12,68,-100
12,69,-102
12,70,-104
12,71,-106
12,72,-108
12,73,-110
12,74,-112
12,75,-114
12,76,-116
12,77,-118
12,78,-120
12,79,-122
12,80,-124
12,81,-126
12,82,-128
12,83,-130
12,84,-132
12,85,-134
12,86,-136
12,87,-138
12,88,-140
12,89,-142
12,90,-144
12,91,-146
12,92,-148
12,93,-150
12,94,-152
12,95,-154
12,96,-156
12,97,-158
12,98,-160
12,99,-162
13,0,39
13,1,37
13,2,35
13,3,33
13,4,31
13,5,29
13,6,27
13,7,25
13,8,23
13,9,21
13,10,19
13,11,17
13,12,15
13,13,13
13,14,11
13,15,9
13,16,7
13,17,5
13,18,3
13,19,1
13,20,-1
13,21,-3
13,22,-5
13,23,-7
13,24,-9
13,25,-11
13,26,-13
13,27,-15
13,28,-17
13,29,-19
13,30,-21
13,31,-23
13,32,-25
13,33,-27
13,34,-29
13,35,-31
13,36,-33
13,37,-35
13,38,-37
13,39,-39
13,40,-41
13,41,-43
13,42,-45
13,43,-47
13,44,-49
13,45,-51
13,46,-53
13,47,-55
13,48,-57
13,49,-59
13,50,-61
13,51,-63
13,52,-65
13,53,-67
13,54,-69
13,55,-71
13,56,-73
13,57,-75
13,58,-77
13,59,-79
13,60,-81
13,61,-83
13,62,-85
13,63,-87
13,64,-89
13,65,-91
13,66,-93
13,67,-95
13,68,-97
13,69,-99
13,70,-101
13,71,-103
13,72,-105
13,73,-107
13,74,-109
13,75,-111
13,76,-113
13,77,-115
13,78,-117
13,79,-119
13,80,-121
13,81,-123
13,82,-125
13,83,-127
13,84,-129
13,85,-131
13,86,-133
13,87,-135
13,88,-137
13,89,-139
13,90,-141
13,91,-143
13,92,-145
13,93,-147
13,94,-149
13,95,-151
13,96,-153
13,97,-155
13,98,-157
13,99,-159
14,0,42
14,1,40
14,2,38
14,3,36
14,4,34
14,5,32
14,6,30
14,7,28
14,8,26
14,9,24
14,10,22
14,11,20
14,12,18
14,13,16
14,14,14
14,15,12
14,16,10
14,17,8
14,18,6
14,19,4
14,20,2
14,21,0
14,22,-2
14,23,-4
14,24,-6
14,25,-8
14,26,-10
14,27,-12
14,28,-14
14,29,-16
14,30,-18
14,31,-20
14,32,-22
14,33,-24
14,34,-26
14,35,-28
14,36,-30
14,37,-32
14,38,-34
14,39,-36
14,40,-38
14,41,-40
14,42,-42
14,43,-44
14,44,-46
14,45,-48
14,46,-50
14,47,-52
14,48,-54
14,49,-56
14,50,-58
14,51,-60
14,52,-62
14,53,-64
14,54,-66
14,55,-68
14,56,-70
14,57,-72
14,58,-74
14,59,-76
14,60,-78
14,61,-80
14,62,-82
14,63,-84
14,64,-86
14,65,-88
14,66,-90
14,67,-92
14,68,-94
14,69,-96
14,70,-98
14,71,-100
14,72,-102
14,73,-104
14,74,-106
14,75,-108
14,76,-110
14,77,-112
14,78,-114
14,79,-116
14,80,-118
14,81,-120
14,82,-122
14,83,-124
14,84,-126
14,85,-128
14,86,-130
14,87,-132
14,88,-134
14,89,-136
14,90,-138
14,91,-140
14,92,-142
14,93,-144
14,94,-146
14,95,-148
14,96,-150
14,97,-152
14,98,-154
14,99,-156
15,0,45
15,1,43
15,2,41
15,3,39
15,4,37
15,5,35
15,6,33
15,7,31
15,8,29
15,9,27
15,10,25
15,11,23
15,12,21
15,13,19
15,14,17
15,15,15
15,16,13
15,17,11
15,18,9
15,19,7
15,20,5
15,21,3
15,22,1
15,23,-1
15,24,-3
15,25,-5
15,26,-7
15,27,-9
15,28,-11
15,29,-13
15,30,-15
15,31,-17
15,32,-19
15,33,-21
15,34,-23
15,35,-25
15,36,-27
15,37,-29
15,38,-31
15,39,-33
15,40,-35
15,41,-37
15,42,-39
15,43,-41
15,44,-43
15,45,-45
15,46,-47
15,47,-49
15,48,-51
15,49,-53
15,50,-55
15,51,-57
15,52,-59
15,53,-61
15,54,-63
15,55,-65
15,56,-67
15,57,-69
15,58,-71
15,59,-73
15,60,-75
15,61,-77
15,62,-79
15,63,-81
15,64,-83
15,65,-85
15,66,-87
15,67,-89
15,68,-91
15,69,-93
15,70,-95
15,71,-97
15,72,-99
15,73,-101
15,74,-103
15,75,-105
15,76,-107
15,77,-109
15,78,-111
15,79,-113
15,80,-115
15,81,-117
15,82,-119
15,83,-121
15,84,-123
15,85,-125
15,86,-127
15,87,-129
15,88,-131
15,89,-133
15,90,-135
15,91,-137
15,92,-139
15,93,-141
15,94,-143
15,95,-145
15,96,-147
15,97,-149
15,98,-151
15,99,-153
16,0,48
16,1,46
16,2,44
16,3,42
16,4,40
16,5,38
16,6,36
16,7,34
16,8,32
16,9,30
16,10,28
16,11,26
16,12,24
16,13,22
16,14,20
16,15,18
16,16,16
16,17,14
16,18,12
16,19,10
16,20,8
16,21,6
16,22,4
16,23,2
16,24,0
16,25,-2
16,26,-4
16,27,-6
16,28,-8
16,29,-10
16,30,-12
16,31,-14
16,32,-16
16,33,-18
16,34,-20
16,35,-22
16,36,-24
16,37,-26
16,38,-28
16,39,-30
16,40,-32
16,41,-34
16,42,-36
16,43,-38
16,44,-40
16,45,-42
16,46,-44
16,47,-46
16,48,-48
16,49,-50
16,50,-52
16,51,-54
16,52,-56
16,53,-58
16,54,-60
16,55,-62
16,56,-64
16,57,-66
16,58,-68
16,59,-70
16,60,-72
16,61,-74
16,62,-76
16,63,-78
16,64,-80
16,65,-82
16,66,-84
16,67,-86
16,68,-88
16,69,-90
16,70,-92
16,71,-94
16,72,-96
16,73,-98
16,74,-100
16,75,-102
16,76,-104
16,77,-106
16,78,-108
16,79,-110
16,80,-112
16,81,-114
16,82,-116
16,83,-118
16,84,-120
16,85,-122
16,86,-124
16,87,-126
16,88,-128
16,89,-130
16,90,-132
16,91,-134
16,92,-136
16,93,-138
16,94,-140
16,95,-142
16,96,-144
16,97,-146
16,98,-148
16,99,-150
17,0,51
17,1,49
17,2,47
17,3,45
17,4,43
17,5,41
17,6,39
17,7,37
17,8,35
17,9,33
17,10,31
17,11,29
17,12,27
17,13,25
17,14,23
17,15,21
17,16,19
17,17,17
17,18,15
17,19,13
17,20,11
17,21,9
17,22,7
17,23,5
17,24,3
17,25,1
17,26,-1
17,27,-3
17,28,-5
17,29,-7
17,30,-9
17,31,-11
17,32,-13
17,33,-15
17,34,-17
17,35,-19
17,36,-21
17,37,-23
17,38,-25
17,39,-27
17,40,-29
17,41,-31
17,42,-33
17,43,-35
17,44,-37
17,45,-39
17,46,-41
17,47,-43
17,48,-45
17,49,-47
17,50,-49
17,51,-51
17,52,-53
17,53,-55
17,54,-57
17,55,-59
17,56,-61
17,57,-63
17,58,-65
17,59,-67
17,60,-69
17,61,-71
17,62,-73
17,63,-75
17,64,-77
17,65,-79
17,66,-81
17,67,-83
17,68,-85
17,69,-87
17,70,-89
17,71,-91
17,72,-93
17,73,-95
17,74,-97
17,75,-99
17,76,-101
17,77,-103
17,78,-105
17,79,-107
17,80,-109
17,81,-111
17,82,-113
17,83,-115
17,84,-117
17,85,-119
17,86,-121
17,87,-123
17,88,-125
17,89,-127
17,90,-129
17,91,-131
17,92,-133
17,93,-135
17,94,-137
17,95,-139
17,96,-141
17,97,-143
17,98,-145
17,99,-147
18,0,54
18,1,52
18,2,50
18,3,48
18,4,46
18,5,44
18,6,42
18,7,40
18,8,38
18,9,36
18,10,34
18,11,32
18,12,30
18,13,28
18,14,26
18,15,24
18,16,22
18,17,20
18,18,18
18,19,16
18,20,14
18,21,12
18,22,10
18,23,8
18,24,6
18,25,4
18,26,2
18,27,0
18,28,-2
18,29,-4
18,30,-6
18,31,-8
18,32,-10
18,33,-12
18,34,-14
18,35,-16
18,36,-18
18,37,-20
18,38,-22
18,39,-24
18,40,-26
18,41,-28
18,42,-30
18,43,-32
18,44,-34
18,45,-36
18,46,-38
18,47,-40
18,48,-42
18,49,-44
18,50,-46
18,51,-48
18,52,-50
18,53,-52
18,54,-54
18,55,-56
18,56,-58
18,57,-60
18,58,-62
18,59,-64
18,60,-66
18,61,-68
18,62,-70
18,63,-72
18,64,-74
18,65,-76
18,66,-78
18,67,-80
18,68,-82
18,69,-84
18,70,-86
18,71,-88
18,72,-90
18,73,-92
18,74,-94
18,75,-96
18,76,-98
18,77,-100
18,78,-102
18,79,-104
18,80,-106
18,81,-108
18,82,-110
18,83,-112
18,84,-114
18,85,-116
18,86,-118
18,87,-120
18,88,-122
18,89,-124
18,90,-126
18,91,-128
18,92,-130
18,93,-132
18,94,-134
18,95,-136
18,96,-138
18,97,-140
18,98,-142
18,99,-144
19,0,57
19,1,55
19,2,53
19,3,51
19,4,49
19,5,47
19,6,45
19,7,43
19,8,41
19,9,39
19,10,37
19,11,35
19,12,33
19,13,31
19,14,29
19,15,27
19,16,25
19,17,23
19,18,21
19,19,19
19,20,17
19,21,15
19,22,13
19,23,11
19,24,9
19,25,7
19,26,5
19,27,3
19,28,1
19,29,-1
19,30,-3
19,31,-5
19,32,-7
19,33,-9
19,34,-11
19,35,-13
19,36,-15
19,37,-17
19,38,-19
19,39,-21
19,40,-23
19,41,-25
19,42,-27
19,43,-29
19,44,-31
19,45,-33
19,46,-35
19,47,-37
19,48,-39
19,49,-41
19,50,-43
19,51,-45
19,52,-47
19,53,-49
19,54,-51
19,55,-53
19,56,-55
19,57,-57
19,58,-59
19,59,-61
19,60,-63
19,61,-65
19,62,-67
19,63,-69
19,64,-71
19,65,-73
19,66,-75
19,67,-77
19,68,-79
19,69,-81
19,70,-83
19,71,-85
19,72,-87
19,73,-89
19,74,-91
19,75,-93
19,76,-95
19,77,-97
19,78,-99
19,79,-101
19,80,-103
19,81,-105
19,82,-107
19,83,-109
19,84,-111
19,85,-113
19,86,-115
19,87,-117
19,88,-119
19,89,-121
19,90,-123
19,91,-125
19,92,-127
19,93,-129
19,94,-131
19,95,-133
19,96,-135
19,97,-137
19,98,-139
19,99,-141
20,0,60
20,1,58
20,2,56
20,3,54
20,4,52
20,5,50
20,6,48
20,7,46
20,8,44
20,9,42
20,10,40
20,11,38
20,12,36
20,13,34
20,14,32
20,15,30
20,16,28
20,17,26
20,18,24
20,19,22
20,20,20
20,21,18
20,22,16
20,23,14
20,24,12
20,25,10
20,26,8
20,27,6
20,28,4
20,29,2
20,30,0
20,31,-2
20,32,-4
20,33,-6
20,34,-8
20,35,-10
20,36,-12
20,37,-14
20,38,-16
20,39,-18
20,40,-20
20,41,-22
20,42,-24
20,43,-26
20,44,-28
